Departure City,Arrival City,Departure Coordinates,Arrival Coordinates,Train CO2,Train Duration,Car CO2,Car Duration,Flight CO2,Flight Duration
Copenhagen,Toulouse,"{12.565553, 55.673054}","{1.45361, 43.611113}",55.1,90720,194.8,55260,226.20000000000002,23940
Copenhagen,Munich,"{12.565553, 55.673054}","{48.136948, 11.575275}",52.0,40440,109.8,34560,151.7,13200
Copenhagen,Helsinki,"{12.565553, 55.673054}","{24.941111, 60.172218}",188.7,75840,115.5,36300,152.1,12300
Copenhagen,Paris,"{12.565553, 55.673054}","{48.858395, 2.294254}",49.8,47940,128.1,36360,169.5,13680
Copenhagen,Lyon,"{12.565553, 55.673054}","{4.863775, 45.702291}",51.6,57720,153.7,43620,118.0,15120
Copenhagen,Berlin,"{12.565553, 55.673054}","{52.520555, 13.386943}",36.0,24840,50.1,17820,128.6,9420
Copenhagen,Stockholm,"{12.565553, 55.673054}","{18.05763, 59.33001}",2.8,20340,68.3,21480,108.92,12300
Copenhagen,Budapest,"{12.565553, 55.673054}","{18.949998, 47.499999}",66.4,86520,126.5,35880,171.20000000000002,13260
Copenhagen,Bucharest,"{12.565553, 55.673054}","{51.918053, 15.365001}",50.9,36180,64.2,22800,152.5,15540
Copenhagen,Rome,"{12.565553, 55.673054}","{41.900555, 12.501388}",87.2,93540,191.9,54480,145.6,15480
Copenhagen,Istanbul,"{12.565553, 55.673054}","{41.014722, 28.976665}",166.2,223680,252.7,71700,187.8,16980
Copenhagen,London,"{12.565553, 55.673054}","{-0.122918, 51.530888}",51.0,55860,124.8,39240,159.6,13440
Copenhagen,Graz,"{12.565553, 55.673054}","{47.07222, 15.416392}",57.7,60480,127.7,40140,228.6,22080
Copenhagen,Hamburg,"{12.565553, 55.673054}","{9.997497, 53.557218}",23.4,17160,40.4,14400,107.19999999999999,8820
Copenhagen,Milan,"{12.565553, 55.673054}","{9.204163, 45.486388}",52.5,78660,144.8,41100,110.89999999999999,13020
Copenhagen,Belgrade,"{12.565553, 55.673054}","{50.771111, 3.87222}",43.1,47400,103.8,32640,144.79999999999998,14280
Copenhagen,Ljubljana,"{12.565553, 55.673054}","{46.058057, 14.51028}",60.5,83160,134.8,38280,102.9,13200
Copenhagen,Zurich,"{12.565553, 55.673054}","{8.540274, 47.37806}",50.4,45240,125.9,39600,159.29999999999998,12180
Copenhagen,Bern,"{12.565553, 55.673054}","{46.948888, 7.439167}",50.4,46800,129.2,36660,170.4,16800
Copenhagen,Napoli,"{12.565553, 55.673054}","{40.839163, 14.25139}",86.3,94920,207.1,58800,254.4,24780
Copenhagen,Amsterdam,"{12.565553, 55.673054}","{4.900559, 52.378607}",43.1,38040,81.0,25440,134.8,11280
Copenhagen,Warszawa,"{12.565553, 55.673054}","{52.228855, 21.003215}",87.6,51720,87.8,27600,124.3,10800
Copenhagen,Riga,"{12.565553, 55.673054}","{24.120279, 56.946943}",169.3,173820,94.9,29820,132.7,11160
Copenhagen,Oslo,"{12.565553, 55.673054}","{10.755279, 59.910282}",2.6,28860,68.0,24180,116.89999999999999,12240
Toulouse,Munich,"{1.45361, 43.611113}","{48.136948, 11.575275}",20.7,45000,121.4,38160,163.9,13680
Toulouse,Helsinki,"{1.45361, 43.611113}","{24.941111, 60.172218}",241.6,206940,302.8,85920,287.3,35520
Toulouse,Paris,"{1.45361, 43.611113}","{48.858395, 2.294254}",6.1,16440,77.1,24240,124.0,10980
Toulouse,Lyon,"{1.45361, 43.611113}","{4.863775, 45.702291}",3.6,16620,50.3,17880,136.17,9420
Toulouse,Berlin,"{1.45361, 43.611113}","{52.520555, 13.386943}",34.4,50280,166.0,47160,292.09999999999997,29100
Toulouse,Stockholm,"{1.45361, 43.611113}","{18.05763, 59.33001}",54.2,123600,260.1,73800,267.38,32940
Toulouse,Budapest,"{1.45361, 43.611113}","{18.949998, 47.499999}",40.1,83340,179.0,50820,225.0,27780
Toulouse,Bucharest,"{1.45361, 43.611113}","{51.918053, 15.365001}",49.1,87060,173.4,49200,309.0,34800
Toulouse,Rome,"{1.45361, 43.611113}","{41.900555, 12.501388}",34.6,68400,120.2,37740,155.0,13500
Toulouse,Istanbul,"{1.45361, 43.611113}","{41.014722, 28.976665}",141.4,227640,283.8,80520,304.7,31080
Toulouse,London,"{1.45361, 43.611113}","{-0.122918, 51.530888}",19.7,33060,116.1,36480,142.8,13620
Toulouse,Graz,"{1.45361, 43.611113}","{47.07222, 15.416392}",32.4,85860,144.5,41040,140.0,24180
Toulouse,Hamburg,"{1.45361, 43.611113}","{9.997497, 53.557218}",24.9,63480,158.8,45060,119.88,13560
Toulouse,Barcelona,"{1.45361, 43.611113}","{41.38444, 2.185278}",6.3,13740,35.8,12720,-1,-1
Toulouse,Milan,"{1.45361, 43.611113}","{9.204163, 45.486388}",11.9,46620,84.6,26580,132.1,11760
Toulouse,Belgrade,"{1.45361, 43.611113}","{50.771111, 3.87222}",10.6,28920,106.8,33540,141.97,13680
Toulouse,Ljubljana,"{1.45361, 43.611113}","{46.058057, 14.51028}",43.9,90060,133.0,37740,250.1,32280
Toulouse,Zurich,"{1.45361, 43.611113}","{8.540274, 47.37806}",5.0,37020,90.6,28440,253.4,26280
Toulouse,Bern,"{1.45361, 43.611113}","{46.948888, 7.439167}",4.9,33420,78.1,24540,131.79999999999998,15480
Toulouse,Napoli,"{1.45361, 43.611113}","{40.839163, 14.25139}",43.4,76380,136.7,38820,179.5,21660
Toulouse,Amsterdam,"{1.45361, 43.611113}","{4.900559, 52.378607}",15.3,32100,126.0,35760,167.20000000000002,13800
Toulouse,Warszawa,"{1.45361, 43.611113}","{52.228855, 21.003215}",83.4,91500,217.1,61620,258.7,30300
Toulouse,Riga,"{1.45361, 43.611113}","{24.120279, 56.946943}",165.4,213600,271.5,77040,263.4,35040
Toulouse,Oslo,"{1.45361, 43.611113}","{10.755279, 59.910282}",54.1,134520,239.9,68100,250.91,32040
Munich,Helsinki,"{48.136948, 11.575275}","{24.941111, 60.172218}",233.1,144360,198.8,56460,153.1,17280
Munich,Paris,"{48.136948, 11.575275}","{48.858395, 2.294254}",14.1,19740,89.2,28020,131.9,14460
Munich,Lyon,"{48.136948, 11.575275}","{4.863775, 45.702291}",13.9,29400,75.1,23640,130.2,13080
Munich,Berlin,"{48.136948, 11.575275}","{52.520555, 13.386943}",17.7,13980,65.8,20700,117.39999999999999,12180
Munich,Stockholm,"{48.136948, 11.575275}","{18.05763, 59.33001}",54.6,62700,164.3,46680,262.9,31560
Munich,Budapest,"{48.136948, 11.575275}","{18.949998, 47.499999}",19.0,28500,73.4,23100,126.0,12720
Munich,Bucharest,"{48.136948, 11.575275}","{51.918053, 15.365001}",32.6,28440,65.4,20580,149.0,17460
Munich,Rome,"{48.136948, 11.575275}","{41.900555, 12.501388}",36.9,32160,91.6,28800,140.1,13860
Munich,Istanbul,"{48.136948, 11.575275}","{41.014722, 28.976665}",115.4,166260,198.0,56220,151.7,16800
Munich,London,"{48.136948, 11.575275}","{-0.122918, 51.530888}",31.0,36540,119.9,37740,156.8,15240
Munich,Graz,"{48.136948, 11.575275}","{47.07222, 15.416392}",8.2,20880,44.0,15660,121.89999999999999,11460
Munich,Hamburg,"{48.136948, 11.575275}","{9.997497, 53.557218}",25.4,19680,79.9,25140,131.4,12180
Munich,Barcelona,"{48.136948, 11.575275}","{41.38444, 2.185278}",22.4,57720,132.0,37500,108.5,15000
Munich,Milan,"{48.136948, 11.575275}","{9.204163, 45.486388}",22.6,23460,48.6,17280,148.7,14340
Munich,Belgrade,"{48.136948, 11.575275}","{50.771111, 3.87222}",22.8,28140,82.0,25800,136.5,15420
Munich,Ljubljana,"{48.136948, 11.575275}","{46.058057, 14.51028}",11.3,23580,45.2,16080,123.0,11220
Munich,Zurich,"{48.136948, 11.575275}","{8.540274, 47.37806}",8.0,12780,33.9,12060,131.1,11100
Munich,Bern,"{48.136948, 11.575275}","{46.948888, 7.439167}",8.1,16440,47.3,16800,135.8,11820
Munich,Napoli,"{48.136948, 11.575275}","{40.839163, 14.25139}",45.8,37560,109.8,34500,147.7,14040
Munich,Amsterdam,"{48.136948, 11.575275}","{4.900559, 52.378607}",27.4,27720,87.2,27420,127.60000000000001,13620
Munich,Warszawa,"{48.136948, 11.575275}","{52.228855, 21.003215}",69.7,37740,106.0,33300,146.3,12960
Munich,Riga,"{48.136948, 11.575275}","{24.120279, 56.946943}",155.1,143520,161.5,45900,123.0,15300
Munich,Oslo,"{48.136948, 11.575275}","{10.755279, 59.910282}",54.6,71280,163.7,46500,132.8,18060
Helsinki,Paris,"{24.941111, 60.172218}","{48.858395, 2.294254}",238.1,152760,238.5,67680,180.70000000000002,18600
Helsinki,Lyon,"{24.941111, 60.172218}","{4.863775, 45.702291}",235.0,174000,259.8,73740,258.46000000000004,27360
Helsinki,Berlin,"{24.941111, 60.172218}","{52.520555, 13.386943}",222.7,107220,138.2,39240,106.3,12900
Helsinki,Stockholm,"{24.941111, 60.172218}","{18.05763, 59.33001}",186.0,50040,55.8,19860,97.04,10980
Helsinki,Budapest,"{24.941111, 60.172218}","{18.949998, 47.499999}",245.3,184920,182.6,51840,138.7,14820
Helsinki,Bucharest,"{24.941111, 60.172218}","{51.918053, 15.365001}",244.1,144960,136.5,38760,291.40000000000003,30480
Helsinki,Rome,"{24.941111, 60.172218}","{41.900555, 12.501388}",276.6,173040,275.9,78300,279.3,28560
Helsinki,London,"{24.941111, 60.172218}","{-0.122918, 51.530888}",240.6,159660,227.6,64620,234.5,27240
Helsinki,Graz,"{24.941111, 60.172218}","{47.07222, 15.416392}",250.0,157080,197.9,56160,220.5,25680
Helsinki,Hamburg,"{24.941111, 60.172218}","{9.997497, 53.557218}",212.1,99360,145.5,41340,110.5,13020
Helsinki,Barcelona,"{24.941111, 60.172218}","{41.38444, 2.185278}",243.6,202200,325.9,92520,241.38,19920
Helsinki,Milan,"{24.941111, 60.172218}","{9.204163, 45.486388}",243.6,190140,179.2,68700,242.93,25680
Helsinki,Belgrade,"{24.941111, 60.172218}","{50.771111, 3.87222}",232.7,147600,209.8,59520,162.0,19260
Helsinki,Ljubljana,"{24.941111, 60.172218}","{46.058057, 14.51028}",249.2,165360,214.1,60780,159.4,15660
Helsinki,Zurich,"{24.941111, 60.172218}","{8.540274, 47.37806}",386.6,176160,221.9,63000,168.5,16740
Helsinki,Bern,"{24.941111, 60.172218}","{46.948888, 7.439167}",235.9,166800,179.2,65940,235.9,27300
Helsinki,Napoli,"{24.941111, 60.172218}","{40.839163, 14.25139}",285.5,178440,284.6,80760,285.3,29040
Helsinki,Amsterdam,"{24.941111, 60.172218}","{4.900559, 52.378607}",229.1,135120,187.7,53280,145.7,16080
Helsinki,Oslo,"{24.941111, 60.172218}","{10.755279, 59.910282}",187.3,77460,102.9,32340,139.17,12840
Paris,Lyon,"{48.858395, 2.294254}","{4.863775, 45.702291}",3.1,7500,55.6,19800,100.39999999999999,11160
Paris,Berlin,"{48.858395, 2.294254}","{52.520555, 13.386943}",31.4,53640,114.6,36060,146.0,13200
Paris,Stockholm,"{48.858395, 2.294254}","{18.05763, 59.33001}",48.9,82080,192.7,54720,244.0,25560
Paris,Budapest,"{48.858395, 2.294254}","{18.949998, 47.499999}",40.0,59640,155.4,44100,122.0,15360
Paris,Bucharest,"{48.858395, 2.294254}","{51.918053, 15.365001}",45.3,67320,128.2,40260,270.0,28740
Paris,Rome,"{48.858395, 2.294254}","{41.900555, 12.501388}",31.4,44340,138.5,39300,107.89999999999999,14580
Paris,Istanbul,"{48.858395, 2.294254}","{41.014722, 28.976665}",135.3,205800,281.9,79980,210.1,18960
Paris,London,"{48.858395, 2.294254}","{-0.122918, 51.530888}",12.6,10380,48.4,17220,126.39999999999999,11340
Paris,Graz,"{48.858395, 2.294254}","{47.07222, 15.416392}",26.2,47340,129.6,40740,225.9,24540
Paris,Hamburg,"{48.858395, 2.294254}","{9.997497, 53.557218}",18.0,56400,97.2,30540,136.9,12360
Paris,Barcelona,"{48.858395, 2.294254}","{41.38444, 2.185278}",11.6,25740,109.0,34260,141.6,12000
Paris,Milan,"{48.858395, 2.294254}","{9.204163, 45.486388}",6.4,32160,83.5,26280,121.0,11580
Paris,Belgrade,"{48.858395, 2.294254}","{50.771111, 3.87222}",3.8,8280,33.3,11820,131.7,13320
Paris,Ljubljana,"{48.858395, 2.294254}","{46.058057, 14.51028}",26.1,65280,126.1,39600,161.8,14280
Paris,Zurich,"{48.858395, 2.294254}","{8.540274, 47.37806}",3.9,17640,68.6,24420,117.9,11580
Paris,Bern,"{48.858395, 2.294254}","{46.948888, 7.439167}",4.1,18480,61.2,21780,111.1,15840
Paris,Napoli,"{48.858395, 2.294254}","{40.839163, 14.25139}",40.2,48900,161.4,45840,123.7,14460
Paris,Amsterdam,"{48.858395, 2.294254}","{4.900559, 52.378607}",8.6,12360,60.3,21420,101.5,11760
Paris,Warszawa,"{48.858395, 2.294254}","{52.228855, 21.003215}",75.9,79200,170.7,48480,129.29999999999998,14940
Paris,Riga,"{48.858395, 2.294254}","{24.120279, 56.946943}",159.1,179340,212.9,60420,159.2,16440
Paris,Oslo,"{48.858395, 2.294254}","{10.755279, 59.910282}",47.2,100260,167.5,47520,252.0,30900
Lyon,Berlin,"{4.863775, 45.702291}","{52.520555, 13.386943}",27.0,40440,127.7,40140,163.9,13740
Lyon,Stockholm,"{4.863775, 45.702291}","{18.05763, 59.33001}",54.3,128700,218.6,62040,269.03999999999996,24660
Lyon,Budapest,"{4.863775, 45.702291}","{18.949998, 47.499999}",28.9,55440,137.5,39000,103.79,13500
Lyon,Bucharest,"{4.863775, 45.702291}","{51.918053, 15.365001}",42.3,76740,128.8,36540,233.1,28800
Lyon,Rome,"{4.863775, 45.702291}","{41.900555, 12.501388}",33.5,37920,97.8,30720,137.20000000000002,12960
Lyon,Istanbul,"{4.863775, 45.702291}","{41.014722, 28.976665}",135.7,214200,251.4,71340,183.37,16800
Lyon,London,"{4.863775, 45.702291}","{-0.122918, 51.530888}",16.7,44760,96.6,30360,225.5,22560
Lyon,Graz,"{4.863775, 45.702291}","{47.07222, 15.416392}",11.6,56160,107.7,33840,236.0,22740
Lyon,Hamburg,"{4.863775, 45.702291}","{9.997497, 53.557218}",20.8,40260,123.4,38760,157.06,12180
Lyon,Milan,"{4.863775, 45.702291}","{9.204163, 45.486388}",9.9,34020,47.7,16980,108.5,11340
Lyon,Belgrade,"{4.863775, 45.702291}","{50.771111, 3.87222}",6.7,17160,73.7,23160,131.1,14640
Lyon,Ljubljana,"{4.863775, 45.702291}","{46.058057, 14.51028}",13.0,57600,97.9,30780,244.79999999999998,24900
Lyon,Zurich,"{4.863775, 45.702291}","{8.540274, 47.37806}",1.3,17400,47.3,16800,125.10000000000001,10860
Lyon,Bern,"{4.863775, 45.702291}","{46.948888, 7.439167}",1.2,13680,33.8,12000,153.89999999999998,22500
Lyon,Napoli,"{4.863775, 45.702291}","{40.839163, 14.25139}",42.2,43800,122.0,38340,232.32,21900
Lyon,Amsterdam,"{4.863775, 45.702291}","{4.900559, 52.378607}",11.4,21240,96.5,30300,137.6,12960
Lyon,Warszawa,"{4.863775, 45.702291}","{52.228855, 21.003215}",80.4,73440,172.3,48900,130.5,14880
Lyon,Riga,"{4.863775, 45.702291}","{24.120279, 56.946943}",165.9,185940,227.3,64500,298.67,25440
Lyon,Oslo,"{4.863775, 45.702291}","{10.755279, 59.910282}",46.9,99660,203.0,57600,153.35999999999999,16680
Berlin,Stockholm,"{52.520555, 13.386943}","{18.05763, 59.33001}",38.9,46740,105.9,33300,140.47,12780
Berlin,Budapest,"{52.520555, 13.386943}","{18.949998, 47.499999}",37.2,39060,89.6,28140,129.9,11820
Berlin,Bucharest,"{52.520555, 13.386943}","{51.918053, 15.365001}",17.1,13860,20.7,7380,-1,-1
Berlin,Rome,"{52.520555, 13.386943}","{41.900555, 12.501388}",54.8,50580,148.2,42060,114.60000000000001,14040
Berlin,Istanbul,"{52.520555, 13.386943}","{41.014722, 28.976665}",179.0,197820,216.8,61560,162.5,16740
Berlin,London,"{52.520555, 13.386943}","{-0.122918, 51.530888}",31.1,37680,122.0,38340,154.4,12360
Berlin,Graz,"{52.520555, 13.386943}","{47.07222, 15.416392}",41.5,42420,81.2,25500,133.2,11880
Berlin,Hamburg,"{52.520555, 13.386943}","{9.997497, 53.557218}",9.9,6420,36.1,12840,-1,-1
Berlin,Barcelona,"{52.520555, 13.386943}","{41.38444, 2.185278}",30.9,97140,187.7,53340,140.92,14640
Berlin,Milan,"{52.520555, 13.386943}","{9.204163, 45.486388}",32.1,45780,109.8,34500,141.1,11220
Berlin,Belgrade,"{52.520555, 13.386943}","{50.771111, 3.87222}",25.8,28260,89.8,28260,124.6,13680
Berlin,Ljubljana,"{52.520555, 13.386943}","{46.058057, 14.51028}",29.1,39060,94.3,29640,122.8,13920
Berlin,Zurich,"{52.520555, 13.386943}","{8.540274, 47.37806}",25.7,30000,87.5,27480,123.7,11100
Berlin,Bern,"{52.520555, 13.386943}","{46.948888, 7.439167}",24.7,29760,98.4,30960,137.9,16440
Berlin,Napoli,"{52.520555, 13.386943}","{40.839163, 14.25139}",65.9,54660,162.6,46200,123.2,14520
Berlin,Amsterdam,"{52.520555, 13.386943}","{4.900559, 52.378607}",28.4,26580,75.6,23760,124.9,11460
Berlin,Warszawa,"{52.520555, 13.386943}","{52.228855, 21.003215}",51.5,19080,67.3,21180,113.5,11160
Berlin,Riga,"{52.520555, 13.386943}","{24.120279, 56.946943}",136.8,126360,110.2,34680,140.41,10980
Berlin,Oslo,"{52.520555, 13.386943}","{10.755279, 59.910282}",38.6,55380,109.7,34500,143.5,13200
Stockholm,Budapest,"{18.05763, 59.33001}","{18.949998, 47.499999}",82.2,97200,164.7,46740,127.67,15300
Stockholm,Bucharest,"{18.05763, 59.33001}","{51.918053, 15.365001}",58.0,84600,110.0,34560,167.0,24300
Stockholm,Rome,"{18.05763, 59.33001}","{41.900555, 12.501388}",90.6,112680,247.6,70260,191.4,23040
Stockholm,Istanbul,"{18.05763, 59.33001}","{41.014722, 28.976665}",168.8,245520,271.8,77160,203.85,19320
Stockholm,London,"{18.05763, 59.33001}","{-0.122918, 51.530888}",54.6,99300,179.0,50820,257.90000000000003,25320
Stockholm,Graz,"{18.05763, 59.33001}","{47.07222, 15.416392}",67.4,103620,171.9,48780,207.79999999999998,26460
Stockholm,Hamburg,"{18.05763, 59.33001}","{9.997497, 53.557218}",26.0,39000,105.8,33300,249.95000000000002,20760
Stockholm,Milan,"{18.05763, 59.33001}","{9.204163, 45.486388}",55.0,100860,206.3,58560,156.1,16680
Stockholm,Belgrade,"{18.05763, 59.33001}","{50.771111, 3.87222}",46.7,87240,163.5,46380,126.10000000000001,17220
Stockholm,Ljubljana,"{18.05763, 59.33001}","{46.058057, 14.51028}",68.4,110220,186.9,53040,141.01000000000002,18240
Stockholm,Zurich,"{18.05763, 59.33001}","{8.540274, 47.37806}",52.5,84780,183.6,52140,248.6,23400
Stockholm,Bern,"{18.05763, 59.33001}","{46.948888, 7.439167}",52.5,87000,193.1,54780,153.60000000000002,25560
Stockholm,Napoli,"{18.05763, 59.33001}","{40.839163, 14.25139}",99.5,118080,259.6,73680,269.20000000000005,29340
Stockholm,Amsterdam,"{18.05763, 59.33001}","{4.900559, 52.378607}",45.9,59940,140.6,39900,278.5,22080
Stockholm,Oslo,"{18.05763, 59.33001}","{10.755279, 59.910282}",1.3,18480,58.5,20760,139.64,12060
Budapest,Bucharest,"{18.949998, 47.499999}","{51.918053, 15.365001}",54.2,48840,72.9,22920,223.4,28560
Budapest,Rome,"{18.949998, 47.499999}","{41.900555, 12.501388}",48.2,58740,106.2,33360,144.5,13560
Budapest,Istanbul,"{18.949998, 47.499999}","{41.014722, 28.976665}",95.0,138240,133.7,37920,173.5,12660
Budapest,London,"{18.949998, 47.499999}","{-0.122918, 51.530888}",44.2,61320,181.2,51420,228.6,25980
Budapest,Graz,"{18.949998, 47.499999}","{47.07222, 15.416392}",11.3,19620,38.9,13800,190.6,19860
Budapest,Hamburg,"{18.949998, 47.499999}","{9.997497, 53.557218}",37.7,42360,121.0,38040,157.79999999999998,12060
Budapest,Milan,"{18.949998, 47.499999}","{9.204163, 45.486388}",33.9,49800,102.7,32280,139.60000000000002,13500
Budapest,Belgrade,"{18.949998, 47.499999}","{50.771111, 3.87222}",36.2,52680,144.9,41100,116.19999999999999,16920
Budapest,Ljubljana,"{18.949998, 47.499999}","{46.058057, 14.51028}",18.4,26880,53.3,18960,141.10000000000002,10560
Budapest,Zurich,"{18.949998, 47.499999}","{8.540274, 47.37806}",18.6,37500,103.0,32400,149.1,12540
Budapest,Bern,"{18.949998, 47.499999}","{46.948888, 7.439167}",18.7,41580,114.6,36000,253.0,22680
Budapest,Napoli,"{18.949998, 47.499999}","{40.839163, 14.25139}",57.8,59580,109.3,34380,240.39999999999998,22560
Budapest,Amsterdam,"{18.949998, 47.499999}","{4.900559, 52.378607}",40.1,52440,143.2,40620,113.7,14520
Budapest,Warszawa,"{18.949998, 47.499999}","{52.228855, 21.003215}",59.5,39900,71.2,22380,118.3,10680
Budapest,Riga,"{18.949998, 47.499999}","{24.120279, 56.946943}",145.5,151980,138.3,39240,234.31,22140
Budapest,Oslo,"{18.949998, 47.499999}","{10.755279, 59.910282}",61.5,100200,185.2,52560,134.52,17280
Bucharest,Rome,"{51.918053, 15.365001}","{41.900555, 12.501388}",78.7,86700,142.4,40440,123.4,19320
Bucharest,Istanbul,"{51.918053, 15.365001}","{41.014722, 28.976665}",154.9,205920,199.2,56520,233.29999999999998,35220
Bucharest,London,"{51.918053, 15.365001}","{-0.122918, 51.530888}",48.5,74100,133.4,37860,175.0,19380
Bucharest,Graz,"{51.918053, 15.365001}","{47.07222, 15.416392}",61.2,49440,70.5,22140,196.8,29580
Bucharest,Hamburg,"{51.918053, 15.365001}","{9.997497, 53.557218}",23.0,21660,56.8,20220,158.1,16440
Bucharest,Milan,"{51.918053, 15.365001}","{9.204163, 45.486388}",57.4,60960,110.7,34800,231.79999999999998,29520
Bucharest,Belgrade,"{51.918053, 15.365001}","{50.771111, 3.87222}",40.6,65640,105.6,33180,144.1,20040
Bucharest,Ljubljana,"{51.918053, 15.365001}","{46.058057, 14.51028}",42.6,54900,85.6,26880,136.9,21840
Bucharest,Zurich,"{51.918053, 15.365001}","{8.540274, 47.37806}",39.8,45000,92.0,28920,138.5,17100
Bucharest,Bern,"{51.918053, 15.365001}","{46.948888, 7.439167}",39.8,44760,104.0,32700,276.0,27360
Bucharest,Napoli,"{51.918053, 15.365001}","{40.839163, 14.25139}",84.3,97440,154.7,43920,200.7,23340
Bucharest,Amsterdam,"{51.918053, 15.365001}","{4.900559, 52.378607}",40.9,38220,93.5,29400,145.5,18540
Bucharest,Warszawa,"{51.918053, 15.365001}","{52.228855, 21.003215}",44.0,24060,54.5,19380,123.19999999999999,14520
Bucharest,Riga,"{51.918053, 15.365001}","{24.120279, 56.946943}",125.9,134460,103.9,32640,160.1,17700
Bucharest,Oslo,"{51.918053, 15.365001}","{10.755279, 59.910282}",51.9,94920,122.1,38340,147.9,20820
Rome,London,"{41.900555, 12.501388}","{-0.122918, 51.530888}",44.9,57120,179.7,51000,276.70000000000005,26580
Rome,Graz,"{41.900555, 12.501388}","{47.07222, 15.416392}",35.8,37800,81.6,25620,138.3,23160
Rome,Hamburg,"{41.900555, 12.501388}","{9.997497, 53.557218}",62.8,55440,164.0,46560,128.0,15420
Rome,Barcelona,"{41.900555, 12.501388}","{41.38444, 2.185278}",48.3,91080,112.4,35340,145.2,12960
Rome,Milan,"{41.900555, 12.501388}","{9.204163, 45.486388}",25.2,10320,67.6,24060,116.30000000000001,10860
Rome,Belgrade,"{41.900555, 12.501388}","{50.771111, 3.87222}",35.8,53880,148.5,42180,117.7,17280
Rome,Ljubljana,"{41.900555, 12.501388}","{46.058057, 14.51028}",33.8,35700,69.4,24660,125.4,16860
Rome,Zurich,"{41.900555, 12.501388}","{8.540274, 47.37806}",27.6,27300,89.7,28200,131.1,12840
Rome,Bern,"{41.900555, 12.501388}","{46.948888, 7.439167}",32.2,29760,90.4,28380,138.9,18720
Rome,Napoli,"{41.900555, 12.501388}","{40.839163, 14.25139}",8.8,3360,26.1,9300,105.2,10260
Rome,Amsterdam,"{41.900555, 12.501388}","{4.900559, 52.378607}",53.4,56040,162.5,46140,268.0,24180
Rome,Warszawa,"{41.900555, 12.501388}","{52.228855, 21.003215}",95.8,79920,165.0,46800,223.79999999999998,23220
Rome,Riga,"{41.900555, 12.501388}","{24.120279, 56.946943}",177.1,187080,233.9,66420,177.7,17940
Rome,Oslo,"{41.900555, 12.501388}","{10.755279, 59.910282}",72.2,113220,251.3,71340,260.1,28920
Istanbul,London,"{41.014722, 28.976665}","{-0.122918, 51.530888}",149.0,237420,312.6,88740,299.8,30540
Istanbul,Graz,"{41.014722, 28.976665}","{47.07222, 15.416392}",107.1,175020,159.1,45180,200.6,24600
Istanbul,Hamburg,"{41.014722, 28.976665}","{9.997497, 53.557218}",137.5,214140,248.1,70440,184.20000000000002,17760
Istanbul,Barcelona,"{41.014722, 28.976665}","{41.38444, 2.185278}",124.0,261240,279.5,79320,205.8,18240
Istanbul,Milan,"{41.014722, 28.976665}","{9.204163, 45.486388}",133.2,217200,209.0,59340,225.4,25620
Istanbul,Belgrade,"{41.014722, 28.976665}","{50.771111, 3.87222}",141.1,228960,276.2,78360,207.6,21840
Istanbul,Ljubljana,"{41.014722, 28.976665}","{46.058057, 14.51028}",112.5,185880,161.3,45780,122.0,15120
Istanbul,Zurich,"{41.014722, 28.976665}","{8.540274, 47.37806}",114.7,220800,221.1,62760,165.9,16980
Istanbul,Bern,"{41.014722, 28.976665}","{46.948888, 7.439167}",114.8,224880,229.7,65160,278.8,27180
Istanbul,Amsterdam,"{41.014722, 28.976665}","{4.900559, 52.378607}",140.3,223500,276.5,78480,206.5,19800
Istanbul,Warszawa,"{41.014722, 28.976665}","{52.228855, 21.003215}",160.2,195840,173.3,49200,131.20000000000002,15120
Istanbul,Riga,"{41.014722, 28.976665}","{24.120279, 56.946943}",239.5,312180,225.9,64080,167.79000000000002,15900
Istanbul,Oslo,"{41.014722, 28.976665}","{10.755279, 59.910282}",169.4,279720,306.0,86880,297.3,31560
Moscow,Lisbon,"{38.776112, -9.099169}","{38.767779, -9.098054}",0.03,180,0.14,60,-1,-1
London,Graz,"{-0.122918, 51.530888}","{47.07222, 15.416392}",35.3,55980,153.6,43620,269.9,24480
London,Hamburg,"{-0.122918, 51.530888}","{9.997497, 53.557218}",18.8,33600,94.3,29640,133.10000000000002,13380
London,Barcelona,"{-0.122918, 51.530888}","{41.38444, 2.185278}",13.2,40080,142.8,40500,110.8,14100
London,Milan,"{-0.122918, 51.530888}","{9.204163, 45.486388}",7.9,48240,125.4,39420,161.3,13380
London,Belgrade,"{-0.122918, 51.530888}","{50.771111, 3.87222}",4.5,13200,41.0,14580,126.30000000000001,12900
London,Ljubljana,"{-0.122918, 51.530888}","{46.058057, 14.51028}",36.7,57420,153.8,43680,271.1,24060
London,Zurich,"{-0.122918, 51.530888}","{8.540274, 47.37806}",5.4,32400,101.7,31920,141.20000000000002,12300
London,Bern,"{-0.122918, 51.530888}","{46.948888, 7.439167}",5.0,32040,97.9,30780,237.3,21420
London,Napoli,"{-0.122918, 51.530888}","{40.839163, 14.25139}",47.4,58020,202.3,57420,280.5,25500
London,Amsterdam,"{-0.122918, 51.530888}","{4.900559, 52.378607}",10.3,16440,50.3,17880,127.2,11580
London,Warszawa,"{-0.122918, 51.530888}","{52.228855, 21.003215}",75.9,58740,181.1,51420,136.3,15060
London,Riga,"{-0.122918, 51.530888}","{24.120279, 56.946943}",160.0,183720,209.7,59520,289.9,25980
